time,price,open,high,low,vol.,raw_px_change,price_change,fm_d1,fm_d5,fm_trend_d5,fm_z_20,day_of_week,day_of_month,da_DE-LU,da_FR,da_de_roll7_DE-LU,da_de_roll7_FR,da_de_roll28_DE-LU,da_de_roll28_FR,da_de_trend_xover_DE-LU,da_de_trend_xover_FR,da_de_trend_xover_ramp_DE-LU,da_de_trend_xover_ramp_FR,solar_DE-LU,solar_FR,wind_onshore_DE-LU,wind_onshore_FR,wind_ramp_DE-LU,wind_ramp_FR,solar_ramp_DE-LU,solar_ramp_FR,total_ramp_DE-LU,total_ramp_FR
2024-02-29,59.53,59.53,59.53,59.53,,-0.0295,-1.81,0.13,-0.37,0.104,-0.49495687,3,29,55.07,58.18,52.72857143,52.49428571,55.60857143,50.45857143,-2.88,2.03571429,-0.88035714,1.64857143,-123596.7,-12374.0,-123596.7,-12374.0,-16951.3,-11936.0,-16951.3,-11936.0,-33902.6,-23872.0
2024-03-01,61.27,61.27,61.27,61.27,,0.0292,1.74,-1.81,0.82,0.456,-0.84178662,4,1,67.11,64.9,56.73285714,55.78428571,56.04714286,50.64,0.68571429,5.14428571,3.56571429,3.10857143,-74628.3,-16312.0,-74628.3,-16312.0,48968.4,-3938.0,48968.4,-3938.0,97936.8,-7876.0
2024-03-04,60.77,60.77,60.77,60.77,,-0.0082,-0.5,1.74,-0.03,0.528,-0.35874015,0,4,62.5,62.5,59.65714286,58.70857143,60.10892857,52.90321429,-0.45178571,5.80535714,-1.88035714,-0.23785714,-78393.1,-1751.0,-78393.1,-1751.0,63564.5,16152.0,63564.5,16152.0,127129.0,32304.0
2024-03-05,63.12,63.12,63.12,63.12,,0.0387,2.35,-0.5,-0.08,0.254,-0.43618506,1,5,69.61,69.85,60.35714286,59.78714286,61.1625,53.61964286,-0.80535714,6.1675,-0.35357143,0.36214286,-100024.2,-1492.0,-100024.2,-1492.0,-21631.1,259.0,-21631.1,259.0,-43262.2,518.0
2024-03-06,63.45,63.45,63.45,63.45,,0.0052,0.33,2.35,0.13,0.094,0.40177067,2,6,70.64,70.64,61.66142857,61.82428571,60.9,53.95928571,0.76142857,7.865,1.56678571,1.6975,-76022.9,0.0,-76022.9,0.0,24001.3,1492.0,24001.3,1492.0,48002.6,2984.0
2024-03-07,62.37,62.37,62.37,62.37,,-0.017,-1.08,0.33,-1.81,-0.194,0.89644341,3,7,63.33,63.19,62.84142857,62.54,59.7725,55.00892857,3.06892857,7.53107143,2.3075,-0.33392857,-82566.6,-12224.0,-82566.6,-12224.0,-6543.7,-12224.0,-6543.7,-12224.0,-13087.4,-24448.0
2024-03-08,61.26,61.26,61.26,61.26,,-0.0178,-1.11,-1.08,1.74,-0.01,0.80169998,4,8,24.2,42.96,56.71142857,59.40571429,58.02178571,54.82928571,-1.31035714,4.57642857,-4.37928571,-2.95464286,-158295.4,-15115.0,-158295.4,-15115.0,-75728.8,-2891.0,-75728.8,-2891.0,-151457.6,-5782.0
2024-03-11,56.43,56.43,56.43,56.43,,-0.0788,-4.83,-1.11,-0.5,-0.104,0.29745109,0,11,67.0,67.0,42.03285714,53.01,53.3425,53.04321429,-11.30964286,-0.03321429,0.53392857,0.56892857,-82178.1,-10451.0,-82178.1,-10451.0,88704.8,13431.0,88704.8,13431.0,177409.6,26862.0
2024-03-12,58.2,58.2,58.2,58.2,,0.0314,1.77,-4.83,2.35,0.382,-2.50688954,1,12,79.02,64.35,43.37714286,52.22428571,53.91107143,53.08785714,-10.53392857,-0.86357143,0.77571429,-0.83035714,-72325.6,-2531.0,-72325.6,-2531.0,9852.5,7920.0,9852.5,7920.0,19705.0,15840.0
2024-03-13,59.37,59.37,59.37,59.37,,0.0201,1.17,1.77,0.33,0.422,-1.37233068,2,13,63.96,43.08,42.42285714,48.28714286,53.73,52.72178571,-11.30714286,-4.43464286,-0.77321429,-3.57107143,-88659.1,-8924.0,-88659.1,-8924.0,-16333.5,-6393.0,-16333.5,-6393.0,-32667.0,-12786.0
2024-03-14,60.07,60.07,60.07,60.07,,0.0118,0.7,1.17,-1.08,0.568,-0.6760951,3,14,52.84,42.63,40.92428571,45.35,53.12035714,52.61714286,-12.19607143,-7.26714286,-0.88892857,-2.8325,-144822.0,-8822.0,-144822.0,-8822.0,-56162.9,102.0,-56162.9,102.0,-112325.8,204.0
2024-03-15,61.43,61.43,61.43,61.43,,0.0226,1.36,0.7,-1.11,-0.002,-0.33368961,4,15,44.93,15.81,43.88571429,41.47142857,52.80428571,51.19714286,-8.91857143,-9.72571429,3.2775,-2.45857143,-149707.1,-32502.0,-149707.1,-32502.0,-4885.1,-23680.0,-4885.1,-23680.0,-9770.2,-47360.0
2024-03-18,62.11,62.11,62.11,62.11,,0.0111,0.68,1.36,-4.83,-0.868,0.3958925,0,18,68.94,35.0,52.67714286,34.64714286,51.37821429,48.97464286,1.29892857,-14.3275,0.17071429,-4.1525,-88946.5,-9303.0,-88946.5,-9303.0,62508.8,24102.0,62508.8,24102.0,125017.6,48204.0
2024-03-19,62.83,62.83,62.83,62.83,,0.0116,0.72,0.68,1.77,-0.984,0.70718038,1,19,60.48,37.34,50.02857143,30.78857143,51.68857143,48.43892857,-1.66,-17.65035714,-2.95892857,-3.32285714,-132976.2,-10303.0,-132976.2,-10303.0,-44029.7,-1000.0,-44029.7,-1000.0,-88059.4,-2000.0
2024-03-20,61.72,61.72,61.72,61.72,,-0.0177,-1.11,0.72,1.17,-0.816,1.10957369,2,20,64.35,27.28,50.08428571,28.53142857,52.06642857,47.49214286,-1.98214286,-18.96071429,-0.32214286,-1.31035714,-117130.5,-8600.0,-117130.5,-8600.0,15845.7,1703.0,15845.7,1703.0,31691.4,3406.0
2024-03-21,61.84,61.84,61.84,61.84,,0.0019,0.12,-1.11,0.7,-0.46,0.40223755,3,21,66.85,31.69,52.08571429,26.96857143,52.145,46.83821429,-0.05928571,-19.86964286,1.92285714,-0.90892857,-83761.6,-19136.0,-83761.6,-19136.0,33368.9,-10536.0,33368.9,-10536.0,66737.8,-21072.0
2024-03-22,62.23,62.23,62.23,62.23,,0.0063,0.39,0.12,1.36,0.034,0.44144091,4,22,52.39,32.37,53.15142857,29.33428571,52.62035714,46.49892857,0.53107143,-17.16464286,0.59035714,2.705,-146915.2,-18090.0,-146915.2,-18090.0,-63153.6,1046.0,-63153.6,1046.0,-126307.2,2092.0
2024-03-25,63.57,63.57,63.57,63.57,,0.0215,1.34,0.39,0.68,1.136,0.57435675,0,25,64.52,27.92,42.87714286,21.35714286,49.31107143,41.93071429,-6.43392857,-20.57357143,-0.74678571,0.18035714,-77802.3,-12384.0,-77802.3,-12384.0,188421.3,24403.0,188421.3,24403.0,376842.6,48806.0
2024-03-26,63.18,63.18,63.18,63.18,,-0.0061,-0.39,1.34,0.72,0.926,1.23346003,1,26,37.1,37.1,39.53714286,21.32285714,48.325,41.03071429,-8.78785714,-19.70785714,-2.35392857,0.86571429,-101881.3,-10638.0,-101881.3,-10638.0,-24079.0,1746.0,-24079.0,1746.0,-48158.0,3492.0
2024-03-27,63.59,63.59,63.59,63.59,,0.0065,0.41,-0.39,-1.11,0.47,0.92469692,2,27,67.8,21.07,40.03,20.43571429,48.54964286,39.76964286,-8.51964286,-19.33392857,0.26821429,0.37392857,-119476.2,-5427.0,-119476.2,-5427.0,-17594.9,5211.0,-17594.9,5211.0,-35189.8,10422.0
2024-03-28,64.1,64.1,64.1,64.1,,0.008,0.51,0.41,0.12,0.354,1.00126792,3,28,0.04,0.15,30.48571429,15.93,46.58428571,37.69714286,-16.09857143,-21.76714286,-7.57892857,-2.43321429,-147485.3,-21913.0,-147485.3,-21913.0,-28009.1,-16486.0,-28009.1,-16486.0,-56018.2,-32972.0
2024-04-01,54.58,54.58,54.58,54.58,,-0.1485,-9.52,0.51,0.39,0.16,1.11348671,0,1,-0.01,-0.01,21.35857143,14.08,39.73642857,30.77357143,-18.37785714,-16.69357143,-6.98607143,-1.7575,-137797.2,-36788.0,-137797.2,-36788.0,31942.7,-7999.0,31942.7,-7999.0,63885.4,-15998.0
2024-04-02,51.96,51.96,51.96,51.96,,-0.048,-2.62,-9.52,1.34,0.292,-1.92700486,1,2,0.0,0.0,16.05857143,8.78,37.25035714,28.27892857,-21.19178571,-19.49892857,-2.81392857,-2.80535714,-259755.2,-30047.0,-259755.2,-30047.0,-121958.0,6741.0,-121958.0,6741.0,-243916.0,13482.0
2024-04-03,51.25,51.25,51.25,51.25,,-0.0137,-0.71,-2.62,-0.39,0.07,-2.1553279,2,3,73.07,0.01,16.81142857,5.77142857,37.33714286,25.75642857,-20.52571429,-19.985,0.66607143,-0.48607143,-94170.6,-22619.0,-94170.6,-22619.0,165584.6,7428.0,165584.6,7428.0,331169.2,14856.0
2024-04-04,50.34,50.34,50.34,50.34,,-0.0178,-0.91,-0.71,0.41,0.374,-1.91525505,3,4,56.17,0.0,24.83,5.75,37.08142857,23.49964286,-12.25142857,-17.74964286,8.27428571,2.23535714,-159459.5,-27416.0,-159459.5,-27416.0,-65288.9,-4797.0,-65288.9,-4797.0,-130577.8,-9594.0
2024-04-05,50.58,50.58,50.58,50.58,,0.0048,0.24,-0.91,0.51,0.452,-1.82658062,4,5,0.05,-0.05,22.91714286,3.82285714,36.21892857,21.96357143,-13.30178571,-18.14071429,-1.05035714,-0.39107143,-138272.9,-26797.0,-138272.9,-26797.0,21186.6,619.0,21186.6,619.0,42373.2,1238.0
2024-04-08,52.84,52.84,52.84,52.84,,0.0447,2.26,0.24,-9.52,-1.53,-1.63204212,0,8,63.4,0.0,21.86285714,-3.38,34.69392857,16.67607143,-12.83107143,-20.05607143,9.18714286,2.39428571,-132123.7,-14541.0,-132123.7,-14541.0,155043.7,13924.0,155043.7,13924.0,310087.4,27848.0
2024-04-09,54.38,54.38,54.38,54.38,,0.0291,1.54,2.26,-2.62,-2.322,-1.13608102,1,9,29.04,-0.07,26.01142857,-3.39,32.90892857,14.37535714,-6.8975,-17.76535714,5.93357143,2.29071429,-165020.8,-20985.0,-165020.8,-20985.0,-32897.1,-6444.0,-32897.1,-6444.0,-65794.2,-12888.0
2024-04-10,53.16,53.16,53.16,53.16,,-0.0224,-1.22,1.54,-0.71,-2.386,-0.75547842,2,10,55.35,21.84,23.48,-0.27142857,32.60142857,13.61678571,-9.12142857,-13.88821429,-2.22392857,3.87714286,-178067.7,-14731.0,-178067.7,-14731.0,-13046.9,6254.0,-13046.9,6254.0,-26093.8,12508.0
2024-04-11,56.59,56.59,56.59,56.59,,0.0645,3.43,-1.22,-0.91,-2.65,-0.96504149,3,11,29.57,0.02,19.68,-0.26857143,31.77035714,12.095,-12.09035714,-12.36357143,-2.96892857,1.52464286,-170906.9,-16104.0,-170906.9,-16104.0,7160.8,-1373.0,7160.8,-1373.0,14321.6,-2746.0
2024-04-12,58.2,58.2,58.2,58.2,,0.0285,1.61,3.43,0.24,-2.704,-0.28026126,4,12,0.18,-0.37,19.69857143,-0.31428571,30.17214286,11.51714286,-10.47357143,-11.83142857,1.61678571,0.53214286,-167730.0,-23122.0,-167730.0,-23122.0,3176.9,-7018.0,3176.9,-7018.0,6353.8,-14036.0
2024-04-15,61.89,61.89,61.89,61.89,,0.0634,3.69,1.61,2.26,-0.348,0.02980263,0,15,7.8,-0.32,4.56857143,-9.81428571,22.66678571,5.56071429,-18.09821429,-15.375,-5.75928571,1.21571429,-161165.4,-21300.0,-161165.4,-21300.0,99747.3,15130.0,99747.3,15130.0,199494.6,30260.0
2024-04-16,64.49,64.49,64.49,64.49,,0.042,2.6,3.69,1.54,0.484,0.7081235,1,16,48.53,-0.04,7.35285714,-9.81,22.24,4.22571429,-14.88714286,-14.03571429,3.21107143,1.33928571,-175114.7,-17631.0,-175114.7,-17631.0,-13949.3,3669.0,-13949.3,3669.0,-27898.6,7338.0
2024-04-17,63.06,63.06,63.06,63.06,,-0.0222,-1.43,2.6,-1.22,0.382,1.19783024,2,17,77.03,6.36,10.45,-12.02142857,22.69285714,3.47857143,-12.24285714,-15.5,2.64428571,-1.46428571,-111496.4,-17660.0,-111496.4,-17660.0,63618.3,-29.0,63618.3,-29.0,127236.6,-58.0
2024-04-18,62.67,62.67,62.67,62.67,,-0.0062,-0.39,-1.43,3.43,1.25,0.91094037,3,18,70.7,12.23,16.32571429,-10.27714286,22.83035714,2.78357143,-6.50464286,-13.06071429,5.73821429,2.43928571,-126452.3,-11000.0,-126452.3,-11000.0,-14955.9,6660.0,-14955.9,6660.0,-29911.8,13320.0
2024-04-19,62.54,62.54,62.54,62.54,,-0.0021,-0.13,-0.39,1.61,1.524,0.8266117,4,19,44.56,0.0,22.66571429,-10.22428571,22.55071429,1.6275,0.115,-11.85178571,6.61964286,1.20892857,-181559.3,-23226.0,-181559.3,-23226.0,-55107.0,-12226.0,-55107.0,-12226.0,-110214.0,-24452.0
2024-04-22,62.41,62.41,62.41,62.41,,-0.0021,-0.13,-0.13,3.69,1.81,0.79947904,0,22,78.48,11.88,48.34,4.12714286,24.0325,1.25321429,24.3075,2.87392857,9.59857143,2.31571429,-102144.6,-14086.0,-102144.6,-14086.0,99982.0,20520.0,99982.0,20520.0,199964.0,41040.0
2024-04-23,62.86,62.86,62.86,62.86,,0.0072,0.45,-0.13,2.6,2.022,0.78692099,1,23,80.02,66.4,52.83857143,13.61857143,25.56535714,2.29964286,27.27321429,11.31892857,2.96571429,8.445,-141480.6,-10828.0,-141480.6,-10828.0,-39336.0,3258.0,-39336.0,3258.0,-78672.0,6516.0
2024-04-24,62.8,62.8,62.8,62.8,,-0.001,-0.06,0.45,-1.43,1.98,0.8782653,2,24,80.71,34.24,53.36428571,17.60142857,26.02642857,2.77,27.33785714,14.83142857,0.06464286,3.5125,-111755.9,-5036.0,-111755.9,-5036.0,29724.7,5792.0,29724.7,5792.0,59449.4,11584.0
2024-04-25,63.12,63.12,63.12,63.12,,0.0051,0.32,-0.06,-0.39,1.216,0.87536147,3,25,69.32,60.0,53.16714286,24.42571429,28.50071429,4.9075,24.66642857,19.51821429,-2.67142857,4.68678571,-120600.7,-6723.0,-120600.7,-6723.0,-8844.8,-1687.0,-8844.8,-1687.0,-17689.6,-3374.0
2024-04-26,62.86,62.86,62.86,62.86,,-0.0041,-0.26,0.32,-0.13,0.868,0.96001197,4,26,69.92,69.92,56.79,34.41428571,30.51785714,6.92464286,26.27214286,27.48964286,1.60571429,7.97142857,-94753.3,-5348.0,-94753.3,-5348.0,25847.4,1375.0,25847.4,1375.0,51694.8,2750.0
2024-04-29,62.36,62.36,62.36,62.36,,-0.008,-0.5,-0.26,-0.13,0.104,0.83333024,0,29,35.57,35.45,40.44428571,30.51142857,28.80392857,5.36107143,11.64035714,25.15035714,-7.40071429,2.10071429,-118689.7,-14434.0,-118689.7,-14434.0,88062.0,23406.0,88062.0,23406.0,176124.0,46812.0
2024-04-30,60.47,60.47,60.47,60.47,,-0.0303,-1.89,-0.5,0.45,-0.326,0.68474102,1,30,19.14,19.14,31.74714286,23.76,29.4875,6.04464286,2.25964286,17.71535714,-9.38071429,-7.435,-118477.6,-20306.0,-118477.6,-20306.0,212.1,-5872.0,212.1,-5872.0,424.2,-11744.0
2024-05-01,60.47,60.47,60.47,60.47,,0.0,0.0,-1.89,-0.06,-0.052,0.2288433,2,1,-79.98,-9.62,8.79142857,17.49428571,24.02142857,5.70071429,-15.23,11.79357143,-17.48964286,-5.92178571,-211535.3,-36323.0,-211535.3,-36323.0,-93057.7,-16017.0,-93057.7,-16017.0,-186115.4,-32034.0
2024-05-02,63.95,63.95,63.95,63.95,,0.0575,3.48,0.0,0.32,0.09,0.09086135,3,2,-1.39,0.88,-1.31,9.04857143,21.96571429,5.73214286,-23.27571429,3.31642857,-8.04571429,-8.47714286,-202640.9,-20743.0,-202640.9,-20743.0,8894.4,15580.0,8894.4,15580.0,17788.8,31160.0
2024-05-03,65.29,65.29,65.29,65.29,,0.021,1.34,3.48,-0.26,0.064,0.83473987,4,3,64.69,2.51,-2.05714286,-0.58142857,24.27428571,5.82357143,-26.33142857,-6.405,-3.05571429,-9.72142857,-91819.1,-27071.0,-91819.1,-27071.0,110821.8,-6328.0,110821.8,-6328.0,221643.6,-12656.0
2024-05-06,66.83,66.83,66.83,66.83,,0.0236,1.54,1.34,-0.5,-0.01,1.08428233,0,6,81.11,55.03,15.64285714,13.29428571,27.24892857,9.52964286,-11.60607143,3.76464286,5.87321429,0.83178571,-90802.9,-10125.0,-90802.9,-10125.0,96798.6,21715.0,96798.6,21715.0,193597.2,43430.0
2024-05-07,63.8,63.8,63.8,63.8,,-0.0453,-3.03,1.54,-1.89,-0.478,1.574447,1,7,74.05,30.88,23.48714286,14.97142857,28.85642857,10.635,-5.36928571,4.33642857,6.23678571,0.57178571,-74869.4,-6381.0,-74869.4,-6381.0,15933.5,3744.0,15933.5,3744.0,31867.0,7488.0
2024-05-08,63.65,63.65,63.65,63.65,,-0.0024,-0.15,-3.03,0.0,-0.466,0.56345965,2,8,66.95,5.05,44.47714286,17.06714286,29.27071429,10.03535714,15.20642857,7.03178571,20.57571429,2.69535714,-102555.7,-36407.0,-102555.7,-36407.0,-27686.3,-30026.0,-27686.3,-30026.0,-55372.6,-60052.0
2024-05-09,66.11,66.11,66.11,66.11,,0.0386,2.46,-0.15,3.48,0.166,0.33822981,3,9,-0.93,-0.01,44.54285714,16.94,28.18142857,10.03428571,16.36142857,6.90571429,1.155,-0.12607143,-160306.7,-22657.0,-160306.7,-22657.0,-57751.0,13750.0,-57751.0,13750.0,-115502.0,27500.0
2024-05-10,63.28,63.28,63.28,63.28,,-0.0428,-2.83,2.46,1.34,0.486,1.80498391,4,10,20.42,0.88,38.21857143,16.70714286,28.90428571,10.07892857,9.31428571,6.62821429,-7.04714286,-0.2775,-149845.0,-21326.0,-149845.0,-21326.0,10461.7,1331.0,10461.7,1331.0,20923.4,2662.0
2024-05-13,56.25,56.25,56.25,56.25,,-0.1111,-7.03,-2.83,1.54,0.894,0.14277963,0,13,-0.73,0.0,9.03142857,-5.60428571,28.36464286,10.58214286,-19.33321429,-16.18642857,-11.38678571,-7.87285714,-142772.8,-17910.0,-142772.8,-17910.0,74569.2,24028.0,74569.2,24028.0,149138.4,48056.0
