time,price,open,high,low,vol.,raw_px_change,price_change,fm_d1,fm_d5,fm_trend_d5,fm_z_20,day_of_week,day_of_month,da_DE-LU,da_FR,da_de_roll7_DE-LU,da_de_roll7_FR,da_de_roll28_DE-LU,da_de_roll28_FR,da_de_trend_xover_DE-LU,da_de_trend_xover_FR,da_de_trend_xover_ramp_DE-LU,da_de_trend_xover_ramp_FR,solar_DE-LU,solar_FR,wind_onshore_DE-LU,wind_onshore_FR,wind_ramp_DE-LU,wind_ramp_FR,solar_ramp_DE-LU,solar_ramp_FR,total_ramp_DE-LU,total_ramp_FR
2023-01-03,142.38,142.38,142.38,142.38,,-0.4341,,,,,,1,3,163.06,163.06,,,,,,,,,-118309.8,-12368.0,-118309.8,-12368.0,,-9985.3,,-9985.3,,-19970.6
2023-01-04,126.42,126.42,126.42,126.42,,-0.1121,-15.96,,,,,2,4,80.22,105.07,,,,,,,,,-255975.4,-30440.0,-255975.4,-30440.0,-137665.6,-18072.0,-137665.6,-18072.0,-275331.2,-36144.0
2023-01-05,130.66,130.66,130.66,130.66,,0.0335,4.24,-15.96,,,,3,5,151.03,151.03,,,,,,,,,-151186.5,-19172.0,-151186.5,-19172.0,104788.9,11268.0,104788.9,11268.0,209577.8,22536.0
2023-01-06,124.81,124.81,124.81,124.81,,-0.0448,-5.85,4.24,,,,4,6,119.71,129.22,,,,,,,,,-166064.4,-19548.0,-166064.4,-19548.0,-14877.9,-376.0,-14877.9,-376.0,-29755.8,-752.0
2023-01-09,121.01,121.01,121.01,121.01,,-0.0304,-3.8,-5.85,,,,0,9,143.57,136.58,121.55142857,125.78,,,,,,,-166702.0,-20615.0,-166702.0,-20615.0,58297.0,12178.0,58297.0,12178.0,116594.0,24356.0
2023-01-10,118.16,118.16,118.16,118.16,,-0.0236,-2.85,-3.8,,,,1,10,145.41,146.48,119.03,123.41142857,,,,,,,-189461.3,-23706.0,-189461.3,-23706.0,-22759.3,-3091.0,-22759.3,-3091.0,-45518.6,-6182.0
2023-01-11,117.64,117.64,117.64,117.64,,-0.0044,-0.52,-2.85,-15.96,,,2,11,115.74,116.81,124.10428571,125.08857143,,,,,,,-182652.8,-26868.0,-182652.8,-26868.0,6808.5,-3162.0,6808.5,-3162.0,13617.0,-6324.0
2023-01-12,124.68,124.68,124.68,124.68,,0.0598,7.04,-0.52,4.24,,,3,12,88.2,100.68,115.12857143,117.89571429,,,,,,,-181617.0,-27587.0,-181617.0,-27587.0,1035.8,-719.0,1035.8,-719.0,2071.6,-1438.0
2023-01-13,123.71,123.71,123.71,123.71,,-0.0078,-0.97,7.04,-5.85,,,4,13,73.55,77.96,108.53428571,110.57285714,,,,,,,-169115.2,-20355.0,-169115.2,-20355.0,12501.8,7232.0,12501.8,7232.0,25003.6,14464.0
2023-01-17,119.98,119.98,119.98,119.98,,-0.0302,-3.73,-0.97,-3.8,,,1,17,146.05,170.15,82.64142857,98.58142857,,,,,,,-159702.7,-18008.0,-159702.7,-18008.0,-97664.5,-6700.0,-97664.5,-6700.0,-195329.0,-13400.0
2023-01-18,119.49,119.49,119.49,119.49,,-0.0041,-0.49,-3.73,-2.85,-4.844,,2,18,142.33,153.57,86.44,103.83285714,,,,,,,-113808.5,-14737.0,-113808.5,-14737.0,45894.2,3271.0,45894.2,3271.0,91788.4,6542.0
2023-01-19,118.48,118.48,118.48,118.48,,-0.0085,-1.01,-0.49,-0.52,-1.756,,3,19,160.49,181.21,96.76714286,115.33714286,,,,,,,-161195.5,-12159.0,-161195.5,-12159.0,-47387.0,2578.0,-47387.0,2578.0,-94774.0,5156.0
2023-01-20,118.3,118.3,118.3,118.3,,-0.0015,-0.18,-1.01,7.04,-1.196,,4,20,182.36,183.42,112.31142857,130.40285714,,,,,,,-76758.6,-8640.0,-76758.6,-8640.0,84436.9,3519.0,84436.9,3519.0,168873.8,7038.0
2023-01-23,119.14,119.14,119.14,119.14,,0.0071,0.84,-0.18,-0.97,-0.22,,0,23,219.69,219.53,163.2,172.75285714,,,,,,,-134041.0,-11817.0,-134041.0,-11817.0,27358.4,1583.0,27358.4,1583.0,54716.8,3166.0
2023-01-24,117.85,117.85,117.85,117.85,,-0.0108,-1.29,0.84,-3.73,-0.206,,1,24,215.28,215.27,173.09,179.19857143,,,,,,,-159077.4,-15529.0,-159077.4,-15529.0,-25036.4,-3712.0,-25036.4,-3712.0,-50072.8,-7424.0
2023-01-25,116.34,116.34,116.34,116.34,,-0.0128,-1.51,-1.29,-0.49,0.266,,2,25,191.7,192.51,180.14285714,184.76142857,,,,,,,-126926.3,-8475.0,-126926.3,-8475.0,32151.1,7054.0,32151.1,7054.0,64302.2,14108.0
2023-01-26,116.08,116.08,116.08,116.08,,-0.0022,-0.26,-1.51,-1.01,0.168,,3,26,181.28,177.6,183.11285714,184.24571429,,,,,,,-118472.7,-12285.0,-118472.7,-12285.0,8453.6,-3810.0,8453.6,-3810.0,16907.2,-7620.0
2023-01-27,118.02,118.02,118.02,118.02,,0.0167,1.94,-0.26,-0.18,-1.276,,4,27,181.5,181.5,182.99,183.97142857,,,,,,,-109450.9,-12965.0,-109450.9,-12965.0,9021.8,-680.0,9021.8,-680.0,18043.6,-1360.0
2023-01-30,117.83,117.83,117.83,117.83,,-0.0016,-0.19,1.94,0.84,-0.914,,0,30,88.36,170.73,159.61571429,170.95714286,131.72928571,141.1725,27.88642857,29.78464286,,,-127381.1,-12846.0,-127381.1,-12846.0,-57019.0,-3336.0,-57019.0,-3336.0,-114038.0,-6672.0
2023-01-31,141.7,141.7,141.7,141.7,,0.2026,23.87,-0.19,-1.29,-0.426,-0.629985,1,31,106.62,150.91,144.09285714,161.76285714,129.71357143,140.73857143,14.37928571,21.02428571,-13.50714286,-8.76035714,-123381.5,-11514.0,-123381.5,-11514.0,3999.6,1332.0,3999.6,1332.0,7999.2,2664.0
2023-02-01,142.79,142.79,142.79,142.79,,0.0077,1.09,23.87,-1.51,-0.63,2.47930181,2,1,95.97,131.3,130.41714286,153.01857143,130.27607143,141.67535714,0.14107143,11.34321429,-14.23821429,-9.68107143,-172345.5,-15972.0,-172345.5,-15972.0,-48964.0,-4458.0,-48964.0,-4458.0,-97928.0,-8916.0
2023-02-02,138.59,138.59,138.59,138.59,,-0.0294,-4.2,1.09,-0.26,-0.48,2.3135331,3,2,161.44,161.44,127.58285714,150.71,130.64785714,142.04714286,-3.065,8.66285714,-3.20607143,-2.68035714,-141613.1,-18568.0,-141613.1,-18568.0,30732.4,-2596.0,30732.4,-2596.0,61464.8,-5192.0
2023-02-03,141.52,141.52,141.52,141.52,,0.0211,2.93,-4.2,1.94,-0.056,1.59799281,4,3,97.91,134.14,115.64142857,143.94428571,129.86928571,142.22285714,-14.22785714,1.72142857,-11.16285714,-6.94142857,-209921.2,-28837.0,-209921.2,-28837.0,-68308.1,-10269.0,-68308.1,-10269.0,-136616.2,-20538.0
2023-02-06,132.28,132.28,132.28,132.28,,-0.0653,-9.24,2.93,-0.19,-0.262,1.83631864,0,6,163.9,156.7,124.24,139.80428571,132.40142857,144.67857143,-8.16142857,-4.87428571,10.06535714,-2.72285714,-83572.2,-7079.0,-83572.2,-7079.0,129639.7,31415.0,129639.7,31415.0,259279.4,62830.0
2023-02-07,129.15,129.15,129.15,129.15,,-0.0237,-3.13,-9.24,23.87,4.77,0.81200913,1,7,148.34,157.25,130.2,140.71,132.50607143,145.06321429,-2.30607143,-4.35321429,5.85535714,0.52107143,-167568.2,-9599.0,-167568.2,-9599.0,-83996.0,-2520.0,-83996.0,-2520.0,-167992.0,-5040.0
2023-02-08,130.98,130.98,130.98,130.98,,0.0142,1.83,-3.13,1.09,5.29,0.41505225,2,8,124.95,136.46,134.34,141.44714286,132.835,145.765,1.505,-4.31785714,3.81107143,0.03535714,-131859.6,-6889.0,-131859.6,-6889.0,35708.6,2710.0,35708.6,2710.0,71417.2,5420.0
2023-02-09,131.93,131.93,131.93,131.93,,0.0073,0.95,1.83,-4.2,4.502,0.53671368,3,9,121.46,159.4,128.62857143,141.15571429,134.02285714,147.86214286,-5.39428571,-6.70642857,-6.89928571,-2.38857143,-174401.4,-3488.0,-174401.4,-3488.0,-42541.8,3401.0,-42541.8,3401.0,-85083.6,6802.0
2023-02-10,133.84,133.84,133.84,133.84,,0.0145,1.91,0.95,2.93,4.7,0.57941627,4,10,110.12,124.58,130.37285714,139.79,135.32892857,149.52714286,-4.95607143,-9.73714286,0.43821429,-3.03071429,-124755.2,-12973.0,-124755.2,-12973.0,49646.2,-9485.0,49646.2,-9485.0,99292.4,-18970.0
2023-02-13,129.15,129.15,129.15,129.15,,-0.035,-4.69,1.91,-9.24,2.89,0.75129119,0,13,140.0,135.36,122.68,137.16285714,142.43392857,155.16928571,-19.75392857,-18.00642857,-3.37,-2.76428571,-129123.3,-16434.0,-129123.3,-16434.0,-72186.5,15002.0,-72186.5,15002.0,-144373.0,30004.0
2023-02-14,129.41,129.41,129.41,129.41,,0.002,0.26,-4.69,-3.13,-2.51,0.21288903,1,14,126.93,127.9,119.62142857,132.97,141.75107143,153.66035714,-22.12964286,-20.69035714,-2.37571429,-2.68392857,-107776.8,-11019.0,-107776.8,-11019.0,21346.5,5415.0,21346.5,5415.0,42693.0,10830.0
2023-02-15,128.83,128.83,128.83,128.83,,-0.0045,-0.58,0.26,1.83,-2.362,0.19441883,2,15,121.38,124.3,119.11142857,131.23285714,141.00285714,152.615,-21.89142857,-21.38214286,0.23821429,-0.69178571,-82206.3,-8292.0,-82206.3,-8292.0,25570.5,2727.0,25570.5,2727.0,51141.0,5454.0
2023-02-16,129.81,129.81,129.81,129.81,,0.0076,0.98,-0.58,0.95,-1.332,0.07246669,3,16,127.93,130.06,120.03571429,127.04142857,139.84,150.78821429,-19.80428571,-23.74678571,2.08714286,-2.36464286,-103475.8,-5876.0,-103475.8,-5876.0,-21269.5,2416.0,-21269.5,2416.0,-42539.0,4832.0
2023-02-17,129.17,129.17,129.17,129.17,,-0.0049,-0.64,0.98,1.91,-1.536,0.12513465,4,17,36.68,132.94,109.54428571,128.23571429,134.63714286,148.98535714,-25.09285714,-20.74964286,-5.28857143,2.99714286,-207556.0,-17365.0,-207556.0,-17365.0,-104080.2,-11489.0,-104080.2,-11489.0,-208160.4,-22978.0
2023-02-21,129.07,129.07,129.07,129.07,,-0.0008,-0.1,-0.64,-4.69,-0.626,-0.00558885,1,21,119.3,138.52,90.24571429,118.58571429,121.04,138.50714286,-30.79428571,-19.92142857,2.33785714,4.25821429,-105292.8,-6505.0,-105292.8,-6505.0,125661.1,18863.0,125661.1,18863.0,251322.2,37726.0
2023-02-22,128.72,128.72,128.72,128.72,,-0.0027,-0.35,-0.1,0.26,0.052,-0.08656787,2,22,136.04,136.42,92.34,120.31714286,119.05214286,136.50392857,-26.71214286,-16.18678571,4.08214286,3.73464286,-75675.5,-9316.0,-75675.5,-9316.0,29617.3,-2811.0,29617.3,-2811.0,59234.6,-5622.0
2023-02-23,127.95,127.95,127.95,127.95,,-0.006,-0.77,-0.35,-0.58,-0.43,-0.22066924,3,23,135.3,141.28,93.39285714,121.92,117.41,135.20678571,-24.01714286,-13.28678571,2.695,2.9,-41741.8,-5026.0,-41741.8,-5026.0,33933.7,4290.0,33933.7,4290.0,67867.4,8580.0
2023-02-24,128.29,128.29,128.29,128.29,,0.0027,0.34,-0.77,0.98,-0.424,-0.45726545,4,24,101.49,139.54,102.65142857,122.86285714,114.5525,133.70821429,-11.90107143,-10.84535714,12.11607143,2.44142857,-82354.0,-10770.0,-82354.0,-10770.0,-40612.2,-5744.0,-40612.2,-5744.0,-81224.4,-11488.0
2023-02-27,128.31,128.31,128.31,128.31,,0.0002,0.02,0.34,-0.64,-0.934,-0.54171047,0,27,131.51,130.47,105.94285714,123.32142857,111.04964286,129.33928571,-5.10678571,-6.01785714,11.31464286,3.86214286,-79761.0,-16345.0,-79761.0,-16345.0,84501.9,27731.0,84501.9,27731.0,169003.8,55462.0
2023-02-28,120.93,120.93,120.93,120.93,,-0.0575,-7.38,0.02,-0.1,-0.016,-0.60046776,1,28,123.41,152.92,106.53,125.37857143,111.64928571,129.41107143,-5.11928571,-4.0325,-0.0125,1.98535714,-106121.5,-14024.0,-106121.5,-14024.0,-26360.5,2321.0,-26360.5,2321.0,-52721.0,4642.0
2023-03-01,119.71,119.71,119.71,119.71,,-0.0101,-1.22,-7.38,-0.35,-0.138,-1.71571516,2,1,116.09,130.26,103.68,124.49857143,112.36785714,129.37392857,-8.68785714,-4.87535714,-3.56857143,-0.84285714,-117265.1,-14246.0,-117265.1,-14246.0,-11143.6,-222.0,-11143.6,-222.0,-22287.2,-444.0
2023-03-02,118.72,118.72,118.72,118.72,,-0.0083,-0.99,-1.22,-0.77,-0.176,-1.77998915,3,2,117.69,154.56,101.16428571,126.39571429,110.80535714,129.12821429,-9.64107143,-2.7325,-0.95321429,2.14285714,-101410.7,-8101.0,-101410.7,-8101.0,15854.4,6145.0,15854.4,6145.0,31708.8,12290.0
2023-03-03,114.46,114.46,114.46,114.46,,-0.0359,-4.26,-0.99,0.34,-0.304,-1.59434533,4,3,110.89,145.1,102.50714286,127.19,111.26892857,129.51964286,-8.76178571,-2.32964286,0.87928571,0.40285714,-106164.6,-16670.0,-106164.6,-16670.0,-4753.9,-8569.0,-4753.9,-8569.0,-9507.8,-17138.0
2023-03-06,109.98,109.98,109.98,109.98,,-0.0391,-4.48,-4.26,0.02,-0.172,-1.91104815,0,6,144.3,142.77,116.85,137.25285714,109.20214286,128.70142857,7.64785714,8.55142857,2.52714286,2.25464286,-95482.5,-15007.0,-95482.5,-15007.0,63101.2,10114.0,63101.2,10114.0,126202.4,20228.0
2023-03-07,110.3,110.3,110.3,110.3,,0.0029,0.32,-4.48,-7.38,-1.628,-2.16881839,1,7,95.07,147.19,112.80142857,136.43428571,107.29964286,128.34214286,5.50178571,8.09214286,-2.14607143,-0.45928571,-227767.1,-5945.0,-227767.1,-5945.0,-132284.6,9062.0,-132284.6,9062.0,-264569.2,18124.0
2023-03-08,109.52,109.52,109.52,109.52,,-0.0071,-0.78,0.32,-1.22,-1.802,-1.79215279,2,8,137.44,137.2,115.85142857,137.42571429,107.74571429,128.36857143,8.10571429,9.05714286,2.60392857,0.965,-65071.8,-9451.0,-65071.8,-9451.0,162695.3,-3506.0,162695.3,-3506.0,325390.6,-7012.0
2023-03-09,111.24,111.24,111.24,111.24,,0.0157,1.72,-0.78,-0.99,-1.846,-1.68763183,3,9,116.19,115.87,115.63714286,131.89857143,107.5575,126.81392857,8.07964286,5.08464286,-0.02607143,-3.9725,-100223.6,-6184.0,-100223.6,-6184.0,-35151.8,3267.0,-35151.8,3267.0,-70303.6,6534.0
2023-03-10,115.84,115.84,115.84,115.84,,0.0414,4.6,1.72,-4.26,-2.766,-1.39643463,4,10,114.91,114.95,116.21142857,127.59142857,107.72857143,126.47,8.48285714,1.12142857,0.40321429,-3.96321429,-108859.0,-4763.0,-108859.0,-4763.0,-8635.4,1421.0,-8635.4,1421.0,-17270.8,2842.0
2023-03-13,109.67,109.67,109.67,109.67,,-0.0533,-6.17,4.6,-4.48,-3.666,-0.68240503,0,13,-0.03,9.31,84.85142857,100.64571429,99.745,119.57214286,-14.89357143,-18.92642857,-15.6175,-14.56392857,-282444.6,-18604.0,-282444.6,-18604.0,-134353.1,-3235.0,-134353.1,-3235.0,-268706.2,-6470.0
2023-03-14,106.86,106.86,106.86,106.86,,-0.0256,-2.81,-6.17,0.32,-2.126,-1.23642586,1,14,65.45,66.39,80.62,89.10285714,97.54928571,117.37535714,-16.92928571,-28.2725,-2.03571429,-9.34607143,-175981.2,-11573.0,-175981.2,-11573.0,106463.4,7031.0,106463.4,7031.0,212926.8,14062.0
2023-03-15,103.74,103.74,103.74,103.74,,-0.0292,-3.12,-2.81,-0.78,-2.038,-1.33946815,2,15,96.25,118.78,74.73571429,86.47142857,96.65178571,117.17821429,-21.91607143,-30.70678571,-4.98678571,-2.43428571,-154149.4,-841.0,-154149.4,-841.0,21831.8,10732.0,21831.8,10732.0,43663.6,21464.0
2023-03-16,105.13,105.13,105.13,105.13,,0.0134,1.39,-3.12,1.72,-1.496,-1.51846281,3,16,80.48,81.11,69.63428571,81.50571429,94.95714286,115.43,-25.32285714,-33.92428571,-3.40678571,-3.2175,-187756.4,-7817.0,-187756.4,-7817.0,-33607.0,-6976.0,-33607.0,-6976.0,-67214.0,-13952.0
2023-03-17,103.42,103.42,103.42,103.42,,-0.0163,-1.71,1.39,4.6,0.276,-1.21573979,4,17,88.05,89.51,65.79714286,77.87142857,96.79178571,113.87892857,-30.99464286,-36.0075,-5.67178571,-2.08321429,-93141.7,-11942.0,-93141.7,-11942.0,94614.7,-4125.0,94614.7,-4125.0,189229.4,-8250.0
2023-03-20,101.41,101.41,101.41,101.41,,-0.0194,-2.01,-1.71,-6.17,-0.062,-1.23843432,0,20,101.73,101.93,87.78428571,91.46428571,98.85714286,113.17107143,-11.07285714,-21.70678571,12.38678571,13.64464286,-73398.7,-1576.0,-73398.7,-1576.0,80632.7,11804.0,80632.7,11804.0,161265.4,23608.0
2023-03-21,102.58,102.58,102.58,102.58,,0.0115,1.17,-2.01,-2.81,-0.688,-1.33848552,1,21,98.67,99.1,92.53,96.13714286,98.12035714,111.76321429,-5.59035714,-15.62607143,5.4825,6.08071429,-65778.2,-1455.0,-65778.2,-1455.0,7620.5,121.0,7620.5,121.0,15241.0,242.0
2023-03-22,102.84,102.84,102.84,102.84,,0.0025,0.26,1.17,-3.12,-1.156,-1.1198956,2,22,39.43,66.8,84.41285714,88.71142857,94.67,109.27678571,-10.25714286,-20.56535714,-4.66678571,-4.93928571,-197540.6,-7650.0,-197540.6,-7650.0,-131762.4,-6195.0,-131762.4,-6195.0,-263524.8,-12390.0
2023-03-23,102.92,102.92,102.92,102.92,,0.0008,0.08,0.26,1.39,-1.222,-1.01100765,3,23,51.28,54.61,80.24142857,84.92571429,91.66928571,106.18142857,-11.42785714,-21.25571429,-1.17071429,-0.69035714,-179432.0,-9030.0,-179432.0,-9030.0,18108.6,-1380.0,18108.6,-1380.0,36217.2,-2760.0
2023-03-24,101.78,101.78,101.78,101.78,,-0.0111,-1.14,0.08,-1.71,-2.484,-0.92846344,4,24,2.07,12.26,67.95857143,73.89,88.11857143,101.63571429,-20.16,-27.74571429,-8.73214286,-6.49,-192899.7,-11058.0,-192899.7,-11058.0,-13467.7,-2028.0,-13467.7,-2028.0,-26935.4,-4056.0
2023-03-27,101.73,101.73,101.73,101.73,,-0.0005,-0.05,-1.14,-2.01,-1.652,-1.06306374,0,27,46.16,98.38,39.75,53.88428571,82.30892857,95.81178571,-42.55892857,-41.9275,-4.89035714,0.63892857,-220246.2,-4562.0,-220246.2,-4562.0,-75767.1,9182.0,-75767.1,9182.0,-151534.2,18364.0
2023-03-28,102.27,102.27,102.27,102.27,,0.0053,0.54,-0.05,1.17,-0.856,-1.01161304,1,28,94.67,94.26,39.17857143,53.19285714,81.2825,93.71678571,-42.10392857,-40.52392857,0.455,1.40357143,-162348.8,-2514.0,-162348.8,-2514.0,57897.4,2048.0,57897.4,2048.0,115794.8,4096.0
2023-03-29,102.35,102.35,102.35,102.35,,0.0008,0.08,0.54,0.26,-0.18,-0.86280737,2,29,104.94,104.94,48.53714286,58.64142857,80.88428571,92.8125,-32.34714286,-34.17107143,9.75678571,6.35285714,-96491.6,-7794.0,-96491.6,-7794.0,65857.2,-5280.0,65857.2,-5280.0,131714.4,-10560.0
2023-03-30,102.52,102.52,102.52,102.52,,0.0017,0.17,0.08,0.08,-0.442,-0.8047128,3,30,10.05,17.77,42.64714286,53.37857143,77.04,87.92714286,-34.39285714,-34.54857143,-2.04571429,-0.3775,-243224.5,-17118.0,-243224.5,-17118.0,-146732.9,-9324.0,-146732.9,-9324.0,-293465.8,-18648.0
2023-03-31,110.32,110.32,110.32,110.32,,0.0761,7.8,0.17,-1.14,-0.328,-0.77648975,4,31,94.72,44.28,55.88285714,57.95285714,76.4625,84.32642857,-20.57964286,-26.37357143,13.81321429,8.175,-102687.7,-7403.0,-102687.7,-7403.0,140536.8,9715.0,140536.8,9715.0,281073.6,19430.0
2023-04-03,114.59,114.59,114.59,114.59,,0.0387,4.27,7.8,-0.05,0.064,0.92808016,0,3,78.91,78.91,62.06428571,57.08285714,68.6125,75.76928571,-6.54821429,-18.68642857,7.01392857,-0.50071429,-198536.0,-4080.0,-198536.0,-4080.0,-18167.0,4238.0,-18167.0,4238.0,-36334.0,8476.0
2023-04-04,112.07,112.07,112.07,112.07,,-0.022,-2.52,4.27,0.54,-0.062,1.79740133,1,4,108.71,108.71,64.07,59.14714286,69.09964286,74.395,-5.02964286,-15.24785714,1.51857143,3.43857143,-157055.8,-5757.0,-157055.8,-5757.0,41480.2,-1677.0,41480.2,-1677.0,82960.4,-3354.0
2023-04-05,108.4,108.4,108.4,108.4,,-0.0327,-3.67,-2.52,0.08,-0.098,1.28306674,2,5,113.59,112.96,65.30571429,60.29285714,68.24785714,73.52928571,-2.94214286,-13.23642857,2.0875,2.01142857,-150108.1,-1912.0,-150108.1,-1912.0,6947.7,3845.0,6947.7,3845.0,13895.4,7690.0
2023-04-06,104.01,104.01,104.01,104.01,,-0.0405,-4.39,-3.67,0.17,-0.08,0.59200411,3,6,108.13,108.87,79.31714286,73.30714286,67.96,73.27928571,11.35714286,0.02785714,14.29928571,13.26428571,-156712.5,-5255.0,-156712.5,-5255.0,-6604.4,-3343.0,-6604.4,-3343.0,-13208.8,-6686.0
2023-04-10,103.91,103.91,103.91,103.91,,-0.001,-0.1,-4.39,7.8,1.708,-0.28944312,0,10,-4.07,-0.03,81.26857143,82.69857143,67.71678571,71.2825,13.55178571,11.41607143,-11.71,-10.94357143,-262792.2,-18187.0,-262792.2,-18187.0,-80577.1,-9587.0,-80577.1,-9587.0,-161154.2,-19174.0
2023-04-11,105.34,105.34,105.34,105.34,,0.0138,1.43,-0.1,4.27,2.572,-0.26971577,1,11,-0.01,92.82,65.73714286,80.42857143,65.37892857,72.22642857,0.35821429,8.20214286,-13.19357143,-3.21392857,-194949.4,-9429.0,-194949.4,-9429.0,67842.8,8758.0,67842.8,8758.0,135685.6,17516.0
2023-04-12,104.13,104.13,104.13,104.13,,-0.0115,-1.21,1.43,-2.52,1.96,0.15406279,2,12,97.07,97.07,63.37714286,78.15857143,65.40821429,71.45107143,-2.03107143,6.7075,-2.38928571,-1.49464286,-158480.2,-7570.0,-158480.2,-7570.0,36469.2,1859.0,36469.2,1859.0,72938.4,3718.0
2023-04-13,102.62,102.62,102.62,102.62,,-0.0145,-1.51,-1.21,-3.67,1.21,-0.15842175,3,13,105.02,108.3,62.93285714,78.07714286,66.28464286,72.42214286,-3.35178571,5.655,-1.32071429,-1.0525,-215249.7,-7385.0,-215249.7,-7385.0,-56769.5,185.0,-56769.5,185.0,-113539.0,370.0
2023-04-14,102.52,102.52,102.52,102.52,,-0.001,-0.1,-1.51,-4.39,0.298,-0.52638988,4,14,109.3,105.97,65.38714286,78.89857143,67.04357143,73.01,-1.65642857,5.88857143,1.69535714,0.23357143,-73199.6,-3030.0,-73199.6,-3030.0,142050.1,4355.0,142050.1,4355.0,284100.2,8710.0
2023-04-17,100.85,100.85,100.85,100.85,,-0.0163,-1.67,-0.1,-0.1,-1.282,-0.50715964,0,17,96.94,96.14,83.92571429,95.87142857,66.75214286,72.38428571,17.17357143,23.48714286,14.60107143,13.94535714,-103373.8,-4541.0,-103373.8,-4541.0,7763.7,9897.0,7763.7,9897.0,15527.4,19794.0
2023-04-18,100.99,100.99,100.99,100.99,,0.0014,0.14,-1.67,1.43,-1.85,-0.93410922,1,18,77.63,82.28,95.01714286,94.36571429,66.00071429,71.78357143,29.01642857,22.58214286,11.84285714,-0.905,-127994.8,-14074.0,-127994.8,-14074.0,-24621.0,-9533.0,-24621.0,-9533.0,-49242.0,-19066.0
2023-04-19,99.92,99.92,99.92,99.92,,-0.0106,-1.07,0.14,-1.21,-1.588,-0.83853039,2,19,2.71,88.68,81.53714286,93.16714286,64.68928571,72.565,16.84785714,20.60214286,-12.16857143,-1.98,-195530.2,-12934.0,-195530.2,-12934.0,-67535.4,1140.0,-67535.4,1140.0,-135070.8,2280.0
2023-04-20,100.82,100.82,100.82,100.82,,0.009,0.9,-1.07,-1.51,-1.156,-1.06626704,3,20,86.68,86.76,78.91714286,90.09,65.95357143,73.71321429,12.96357143,16.37678571,-3.88428571,-4.22535714,-106388.7,-12784.0,-106388.7,-12784.0,89141.5,150.0,89141.5,150.0,178283.0,300.0
2023-04-21,100.76,100.76,100.76,100.76,,-0.0006,-0.06,0.9,-0.1,-0.298,-0.80237282,4,21,5.29,90.8,64.05857143,87.92285714,66.06857143,76.51821429,-2.01,11.40464286,-14.97357143,-4.97214286,-206095.1,-13380.0,-206095.1,-13380.0,-99706.4,-596.0,-99706.4,-596.0,-199412.8,-1192.0
2023-04-24,102.01,102.01,102.01,102.01,,0.0124,1.25,-0.06,-1.67,-0.612,-0.8212075,0,24,84.91,84.91,45.98285714,73.26428571,68.31035714,77.22928571,-22.3275,-3.965,-3.1025,-1.12321429,-155208.7,-14158.0,-155208.7,-14158.0,62025.3,4788.0,62025.3,4788.0,124050.6,9576.0
2023-04-25,101.72,101.72,101.72,101.72,,-0.0028,-0.29,1.25,0.14,-0.87,-0.5143048,1,25,64.69,90.52,44.13428571,74.44142857,67.23964286,77.09571429,-23.10535714,-2.65428571,-0.77785714,1.31071429,-193974.7,-8041.0,-193974.7,-8041.0,-38766.0,6117.0,-38766.0,6117.0,-77532.0,12234.0
2023-04-26,101.09,101.09,101.09,101.09,,-0.0062,-0.63,-0.29,-1.07,-0.842,-0.56593736,2,26,92.85,92.85,57.01142857,75.03714286,66.80785714,76.66392857,-9.79642857,-1.62678571,13.30892857,1.0275,-128538.0,-3960.0,-128538.0,-3960.0,65436.7,4081.0,65436.7,4081.0,130873.4,8162.0
2023-04-27,101.2,101.2,101.2,101.2,,0.0011,0.11,-0.63,0.9,-0.36,-0.69957619,3,27,94.64,88.31,58.14857143,75.25857143,69.82892857,79.18321429,-11.68035714,-3.92464286,-1.88392857,-2.29785714,-135743.2,-5491.0,-135743.2,-5491.0,-7205.2,-1531.0,-7205.2,-1531.0,-14410.4,-3062.0
2023-04-28,101.08,101.08,101.08,101.08,,-0.0012,-0.12,0.11,-0.06,-0.352,-0.649522,4,28,89.0,86.79,70.10714286,74.68571429,69.62464286,80.70142857,0.4825,-6.01571429,12.16285714,-2.09107143,-85240.8,-12363.0,-85240.8,-12363.0,50502.4,-6872.0,50502.4,-6872.0,101004.8,-13744.0
2023-05-01,92.61,92.61,92.61,92.61,,-0.0838,-8.47,-0.12,1.25,0.232,-0.42343665,0,1,41.19,41.12,64.65857143,67.16285714,68.95892857,79.74928571,-4.30035714,-12.58642857,-4.89857143,-4.90607143,-202819.9,-22289.0,-202819.9,-22289.0,13488.5,-787.0,13488.5,-787.0,26977.0,-1574.0
2023-05-02,91.68,91.68,91.68,91.68,,-0.01,-0.93,-8.47,-0.29,0.146,-2.09419736,1,2,81.97,81.97,67.12714286,65.94142857,68.00392857,78.79428571,-0.87678571,-12.85285714,3.42357143,-0.26642857,-149165.1,-8737.0,-149165.1,-8737.0,53654.8,13552.0,53654.8,13552.0,107309.6,27104.0
2023-05-03,90.56,90.56,90.56,90.56,,-0.0122,-1.12,-0.93,-0.63,0.234,-2.05734797,2,3,73.5,48.15,64.36285714,59.55571429,66.57214286,76.47964286,-2.20928571,-16.92392857,-1.3325,-4.07107143,-142509.5,-5120.0,-142509.5,-5120.0,6655.6,3617.0,6655.6,3617.0,13311.2,7234.0
